datetime,funding_rate,funding_rate_timestamp
2024-12-18 16:00:00,0.0001,1734537600000
2024-12-19 00:00:00,6.854e-05,1734566400000
2024-12-19 08:00:00,-4.531e-05,1734595200000
2024-12-19 16:00:00,-2.748e-05,1734624000000
2024-12-20 00:00:00,-4.799e-05,1734652800000
2024-12-20 08:00:00,2.774e-05,1734681600000
2024-12-20 16:00:00,9.101e-05,1734710400000
2024-12-21 00:00:00,-2.976e-05,1734739200000
2024-12-21 08:00:00,-3.727e-05,1734768000000
2024-12-21 16:00:00,-1.912e-05,1734796800000
2024-12-22 00:00:00,1.532e-05,1734825600000
2024-12-22 08:00:00,4.56e-05,1734854400000
2024-12-22 16:00:00,2.233e-05,1734883200000
2024-12-23 00:00:00,2.123e-05,1734912000000
2024-12-23 08:00:00,4.35e-06,1734940800000
2024-12-23 16:00:00,3.701e-05,1734969600000
2024-12-24 00:00:00,4.98e-05,1734998400000
2024-12-24 08:00:00,5.237e-05,1735027200000
2024-12-24 16:00:00,8.079e-05,1735056000000
2024-12-25 00:00:00,0.0001,1735084800000
2024-12-25 08:00:00,0.0001,1735113600000
2024-12-25 16:00:00,0.0001,1735142400000
2024-12-26 00:00:00,0.0001,1735171200000
2024-12-26 08:00:00,6.989e-05,1735200000000
2024-12-26 16:00:00,4.138e-05,1735228800000
2024-12-27 00:00:00,1.089e-05,1735257600000
2024-12-27 08:00:00,5.263e-05,1735286400000
2024-12-27 16:00:00,3.27e-06,1735315200000
2024-12-28 00:00:00,6.93e-06,1735344000000
2024-12-28 08:00:00,-3.321e-05,1735372800000
2024-12-28 16:00:00,5.77e-06,1735401600000
2024-12-29 00:00:00,3.548e-05,1735430400000
2024-12-29 08:00:00,6e-07,1735459200000
2024-12-29 16:00:00,3.159e-05,1735488000000
2024-12-30 00:00:00,-5.981e-05,1735516800000
2024-12-30 08:00:00,-1.761e-05,1735545600000
2024-12-30 16:00:00,-2.975e-05,1735574400000
2024-12-31 00:00:00,8.65e-06,1735603200000
